solution_id,bm_mass,num_modules,start_arc_length,total_buoyancy_SoL,total_buoyancy_EoL,max_tension,min_bend_radius,min_seabed_clearance,min_surface_clearance,fitness,is_valid,fail_reason,solution_time
777_2_116,777,2,116,496.0,418.3,,,,,-inf,False,timeout,
748_9_150,748,9,150,2493.0,2156.4,,,,,-inf,False,timeout,
410_2_181,410,2,181,1230.0,1189.0,,,,,-inf,False,timeout,
441_6_181,441,6,181,3504.0,3371.7,,,,,-inf,False,timeout,
533_15_87,533,15,87,7380.0,6980.25,50.54,4.34,9.62,45.74,-inf,False,seabed clearance too low,27.8
431_15_50,431,15,50,8910.0,8586.75,29.82,4.35,52.63,8.32,-inf,False,surface clearance too low,25.2
572_2_116,572,2,116,906.0,848.8,,,,,-inf,False,timeout,
300_17_32,300,17,32,12325.0,12070.0,,,,,-inf,False,timeout,
300_9_164,300,9,164,6525.0,6390.0,,,,,-inf,False,timeout,
533_1_163,533,1,163,492.0,465.35,,,,,-inf,False,timeout,
511_15_35,511,15,35,7710.0,7326.75,,,,,-inf,False,timeout,
300_19_116,300,19,116,13775.0,13490.0,56.2,1.78,27.0,7.23,-inf,False,"surface clearance too low, bend radius too small",22.2
683_14_57,683,14,57,4788.0,4309.9,,,,,-inf,False,timeout,
721_8_181,721,8,181,2432.0,2143.6,,,,,-inf,False,timeout,
300_20_45,300,20,45,14500.0,14200.0,,,,,-inf,False,timeout,
533_8_35,533,8,35,3936.0,3722.8,,,,,-inf,False,timeout,
300_2_85,300,2,85,1450.0,1420.0,,,,,-inf,False,timeout,
678_15_181,678,15,181,5205.0,4696.5,,,,,-inf,False,timeout,
558_2_50,558,2,50,934.0,878.2,,,,,-inf,False,timeout,
391_6_156,391,6,156,3804.0,3686.7,,,,,-inf,False,timeout,
532_6_156,532,6,156,2958.0,2798.4,,,,,-inf,False,timeout,
300_16_181,300,16,181,11600.0,11360.0,,,,,-inf,False,timeout,
721_1_45,721,1,45,304.0,267.95,,,,,-inf,False,timeout,
533_15_189,533,15,189,7380.0,6980.25,,,,,-inf,False,timeout,
566_1_90,566,1,90,459.0,430.7,,,,,-inf,False,timeout,
566_6_133,566,6,133,2754.0,2584.2,,,,,-inf,False,timeout,
566_1_76,566,1,76,459.0,430.7,,,,,-inf,False,timeout,
566_6_181,566,6,181,2754.0,2584.2,,,,,-inf,False,timeout,
721_10_181,721,10,181,3040.0,2679.5,,,,,-inf,False,timeout,
428_9_156,428,9,156,5373.0,5180.4,,,,,-inf,False,timeout,
765_9_182,765,9,182,2340.0,1995.75,,,,,-inf,False,timeout,
300_8_189,300,8,189,5800.0,5680.0,,,,,-inf,False,timeout,
300_13_181,300,13,181,9425.0,9230.0,,,,,-inf,False,timeout,
300_16_181,300,16,181,11600.0,11360.0,,,,,-inf,False,timeout,
300_2_152,300,2,152,1450.0,1420.0,,,,,-inf,False,timeout,
664_2_57,664,2,57,722.0,655.6,,,,,-inf,False,timeout,
472_9_45,472,9,45,4977.0,4764.6,,,,,-inf,False,timeout,
506_10_181,506,10,181,5190.0,4937.0,,,,,-inf,False,timeout,
533_1_181,533,1,181,492.0,465.35,,,,,-inf,False,timeout,
749_6_181,749,6,181,1656.0,1431.3,,,,,-inf,False,timeout,
300_19_174,300,19,174,13775.0,13490.0,,,,,-inf,False,timeout,
533_1_57,533,1,57,492.0,465.35,,,,,-inf,False,timeout,
533_1_186,533,1,186,492.0,465.35,,,,,-inf,False,timeout,
300_15_30,300,15,30,10875.0,10650.0,,,,,-inf,False,timeout,
300_8_55,300,8,55,5800.0,5680.0,31.55,3.14,44.91,31.58,-inf,False,bend radius too small,26.5
300_14_181,300,14,181,10150.0,9940.0,,,,,-inf,False,timeout,
562_9_150,562,9,150,4167.0,3914.1,,,,,-inf,False,timeout,
565_18_57,565,18,57,8280.0,7771.5,33.04,4.04,36.31,25.39,-752.28,True,,34.0
533_1_35,533,1,35,492.0,465.35,,,,,-inf,False,timeout,
300_13_181,300,13,181,9425.0,9230.0,,,,,-inf,False,timeout,
574_2_116,574,2,116,902.0,844.6,,,,,-inf,False,timeout,
721_1_33,721,1,33,304.0,267.95,,,,,-inf,False,timeout,
300_19_182,300,19,182,13775.0,13490.0,,,,,-inf,False,timeout,
559_2_57,559,2,57,932.0,876.1,,,,,-inf,False,timeout,
566_16_148,566,16,148,7344.0,6891.2,,,,,-inf,False,timeout,
300_7_181,300,7,181,5075.0,4970.0,,,,,-inf,False,timeout,
566_1_118,566,1,118,459.0,430.7,,,,,-inf,False,timeout,
506_17_50,506,17,50,8823.0,8392.9,27.44,4.08,48.09,13.32,-inf,False,surface clearance too low,18.9
565_6_57,565,6,57,2760.0,2590.5,,,,,-inf,False,timeout,
532_2_181,532,2,181,986.0,932.8,,,,,-inf,False,timeout,
300_15_181,300,15,181,10875.0,10650.0,,,,,-inf,False,timeout,
300_15_181,300,15,181,10875.0,10650.0,,,,,-inf,False,timeout,
799_9_45,799,9,45,2034.0,1674.45,,,,,-inf,False,timeout,
788_9_184,788,9,184,2133.0,1778.4,,,,,-inf,False,timeout,
300_14_33,300,14,33,10150.0,9940.0,,,,,-inf,False,timeout,
300_6_150,300,6,150,4350.0,4260.0,,,,,-inf,False,timeout,
300_19_181,300,19,181,13775.0,13490.0,,,,,-inf,False,timeout,
355_8_86,355,8,86,5360.0,5218.0,47.89,3.99,17.24,51.42,240.15,True,,25.9
506_13_181,506,13,181,6747.0,6418.1,,,,,-inf,False,timeout,
771_1_33,771,1,33,254.0,215.45,,,,,-inf,False,timeout,
566_19_10,566,19,10,8721.0,8183.3,,,,,-inf,False,timeout,
385_13_181,385,13,181,8320.0,8069.75,,,,,-inf,False,timeout,
300_9_56,300,9,56,6525.0,6390.0,30.98,3.13,46.05,25.81,-inf,False,bend radius too small,28.4
721_9_33,721,9,33,2736.0,2411.55,,,,,-inf,False,timeout,
300_18_45,300,18,45,13050.0,12780.0,,,,,-inf,False,timeout,
551_1_33,551,1,33,474.0,446.45,,,,,-inf,False,timeout,
300_15_30,300,15,30,10875.0,10650.0,,,,,-inf,False,timeout,
300_9_45,300,9,45,6525.0,6390.0,30.27,3.16,54.95,20.66,-inf,False,bend radius too small,32.4
324_10_89,324,10,89,7010.0,6848.0,46.79,4.77,20.74,38.46,37.68,True,,27.1
721_5_139,721,5,139,1520.0,1339.75,,,,,-inf,False,timeout,
390_2_181,390,2,181,1270.0,1231.0,,,,,-inf,False,timeout,
533_10_96,533,10,96,4920.0,4653.5,58.58,3.87,0.52,66.92,-inf,False,seabed clearance too low,30.1
312_9_45,312,9,45,6417.0,6276.6,29.42,3.11,54.43,21.84,-inf,False,bend radius too small,30.2
300_9_74,300,9,74,6525.0,6390.0,39.66,3.81,31.7,34.48,146.87,True,,25.2
721_11_181,721,11,181,3344.0,2947.45,,,,,-inf,False,timeout,
324_15_109,324,15,109,10515.0,10272.0,53.82,8.07,18.07,20.81,-472.87,True,,25.7
566_1_118,566,1,118,459.0,430.7,,,,,-inf,False,timeout,
721_11_10,721,11,10,3344.0,2947.45,,,,,-inf,False,timeout,
300_9_184,300,9,184,6525.0,6390.0,,,,,-inf,False,timeout,
300_8_139,300,8,139,5800.0,5680.0,76.33,3.28,0.53,69.4,-inf,False,"seabed clearance too low, bend radius too small",35.2
356_15_181,356,15,181,10035.0,9768.0,,,,,-inf,False,timeout,
385_1_17,385,1,17,640.0,620.75,,,,,-inf,False,timeout,
532_9_20,532,9,20,4437.0,4197.6,,,,,-inf,False,timeout,
533_4_35,533,4,35,1968.0,1861.4,,,,,-inf,False,timeout,
300_6_35,300,6,35,4350.0,4260.0,,,,,-inf,False,timeout,
437_9_45,437,9,45,5292.0,5095.35,,,,,-inf,False,timeout,
389_8_184,389,8,184,5088.0,4932.4,,,,,-inf,False,timeout,
721_9_128,721,9,128,2736.0,2411.55,,,,,-inf,False,timeout,
789_1_45,789,1,45,236.0,196.55,,,,,-inf,False,timeout,
566_7_118,566,7,118,3213.0,3014.9,,,,,-inf,False,timeout,
532_9_10,532,9,10,4437.0,4197.6,,,,,-inf,False,timeout,
718_6_156,718,6,156,1842.0,1626.6,,,,,-inf,False,timeout,
300_1_118,300,1,118,725.0,710.0,,,,,-inf,False,timeout,
515_11_33,515,11,33,5610.0,5326.75,,,,,-inf,False,timeout,
799_9_45,799,9,45,2034.0,1674.45,,,,,-inf,False,timeout,
324_15_10,324,15,10,10515.0,10272.0,,,,,-inf,False,timeout,
533_6_10,533,6,10,2952.0,2792.1,,,,,-inf,False,timeout,
378_2_139,378,2,139,1294.0,1256.2,,,,,-inf,False,timeout,
472_9_45,472,9,45,4977.0,4764.6,,,,,-inf,False,timeout,
532_17_156,532,17,156,8381.0,7928.8,,,,,-inf,False,timeout,
349_9_181,349,9,181,6084.0,5926.95,,,,,-inf,False,timeout,
300_10_127,300,10,127,7250.0,7100.0,67.18,6.56,0.58,54.6,-inf,False,seabed clearance too low,28.3
300_9_40,300,9,40,6525.0,6390.0,30.83,2.8,58.98,18.3,-inf,False,bend radius too small,33.5
300_17_33,300,17,33,12325.0,12070.0,,,,,-inf,False,timeout,
349_17_181,349,17,181,11492.0,11195.35,,,,,-inf,False,timeout,
300_13_94,300,13,94,9425.0,9230.0,46.33,6.45,26.54,20.59,-264.57,True,,26.7
759_1_181,759,1,181,266.0,228.05,,,,,-inf,False,timeout,
349_1_134,349,1,134,676.0,658.55,,,,,-inf,False,timeout,
324_1_165,324,1,165,701.0,684.8,,,,,-inf,False,timeout,
300_9_195,300,9,195,6525.0,6390.0,,,,,-inf,False,timeout,
300_9_71,300,9,71,6525.0,6390.0,38.19,3.6,34.08,33.03,148.57,True,,26.5
548_10_35,548,10,35,4770.0,4496.0,,,,,-inf,False,timeout,
694_9_184,694,9,184,2979.0,2666.7,,,,,-inf,False,timeout,
300_13_33,300,13,33,9425.0,9230.0,,,,,-inf,False,timeout,
721_13_139,721,13,139,3952.0,3483.35,,,,,-inf,False,timeout,
653_9_45,653,9,45,3348.0,3054.15,,,,,-inf,False,timeout,
766_1_118,766,1,118,259.0,220.7,,,,,-inf,False,timeout,
562_10_198,562,10,198,4630.0,4349.0,,,,,-inf,False,timeout,
446_9_86,446,9,86,5211.0,5010.3,49.48,3.81,13.67,55.42,-inf,False,seabed clearance too low,28.7
300_9_142,300,9,142,6525.0,6390.0,,,,,-inf,False,timeout,
676_1_33,676,1,33,349.0,315.2,,,,,-inf,False,timeout,
349_5_181,349,5,181,3380.0,3292.75,,,,,-inf,False,timeout,
300_13_156,300,13,156,9425.0,9230.0,,,,,-inf,False,timeout,
472_9_165,472,9,165,4977.0,4764.6,,,,,-inf,False,timeout,
533_1_109,533,1,109,492.0,465.35,,,,,-inf,False,timeout,
489_9_86,489,9,86,4824.0,4603.95,51.1,3.61,0.54,59.98,-inf,False,seabed clearance too low,21.3
359_13_181,359,13,181,8658.0,8424.65,,,,,-inf,False,timeout,
721_4_139,721,4,139,1216.0,1071.8,,,,,-inf,False,timeout,
533_12_35,533,12,35,5904.0,5584.2,,,,,-inf,False,timeout,
300_10_35,300,10,35,7250.0,7100.0,33.92,3.09,64.64,9.72,-inf,False,"surface clearance too low, bend radius too small",24.1
740_9_45,740,9,45,2565.0,2232.0,,,,,-inf,False,timeout,
721_8_10,721,8,10,2432.0,2143.6,,,,,-inf,False,timeout,
359_9_138,359,9,138,5994.0,5832.45,,,,,-inf,False,timeout,
300_19_181,300,19,181,13775.0,13490.0,,,,,-inf,False,timeout,
515_1_33,515,1,33,510.0,484.25,,,,,-inf,False,timeout,
390_16_81,390,16,81,10160.0,9848.0,40.36,6.98,33.77,12.86,-inf,False,surface clearance too low,26.1
551_18_33,551,18,33,8532.0,8036.1,,,,,-inf,False,timeout,
451_5_181,451,5,181,2870.0,2757.25,,,,,-inf,False,timeout,
653_11_45,653,11,45,4092.0,3732.85,,,,,-inf,False,timeout,
506_9_71,506,9,71,4671.0,4443.3,,,,,-inf,False,timeout,
721_13_22,721,13,22,3952.0,3483.35,,,,,-inf,False,timeout,
506_9_130,506,9,130,4671.0,4443.3,,,,,-inf,False,timeout,
359_18_181,359,18,181,11988.0,11664.9,,,,,-inf,False,timeout,
506_9_10,506,9,10,4671.0,4443.3,,,,,-inf,False,timeout,
506_9_69,506,9,69,4671.0,4443.3,,,,,-inf,False,timeout,
506_13_76,506,13,76,6747.0,6418.1,43.34,4.05,21.97,41.82,-259.43,True,,28.3
300_9_33,300,9,33,6525.0,6390.0,,,,,-inf,False,timeout,
602_6_150,602,6,150,2538.0,2357.4,,,,,-inf,False,timeout,
549_5_181,549,5,181,2380.0,2242.75,,,,,-inf,False,timeout,
506_13_92,506,13,92,6747.0,6418.1,52.9,4.48,6.73,50.69,-inf,False,seabed clearance too low,27.6
390_19_181,390,19,181,12065.0,11694.5,,,,,-inf,False,timeout,
359_9_181,359,9,181,5994.0,5832.45,,,,,-inf,False,timeout,
791_13_181,791,13,181,3042.0,2527.85,,,,,-inf,False,timeout,
721_9_156,721,9,156,2736.0,2411.55,,,,,-inf,False,timeout,
676_1_111,676,1,111,349.0,315.2,,,,,-inf,False,timeout,
532_1_198,532,1,198,493.0,466.4,,,,,-inf,False,timeout,
359_9_115,359,9,115,5994.0,5832.45,63.28,5.48,0.58,60.92,-inf,False,seabed clearance too low,28.8
551_16_92,551,16,92,7584.0,7143.2,54.73,4.44,2.08,49.17,-inf,False,seabed clearance too low,31.2
653_2_112,653,2,112,744.0,678.7,,,,,-inf,False,timeout,
532_3_56,532,3,56,1479.0,1399.2,,,,,-inf,False,timeout,
472_4_144,472,4,144,2212.0,2117.6,,,,,-inf,False,timeout,
359_1_181,359,1,181,666.0,648.05,,,,,-inf,False,timeout,
359_1_181,359,1,181,666.0,648.05,,,,,-inf,False,timeout,
300_10_181,300,10,181,7250.0,7100.0,,,,,-inf,False,timeout,
300_14_150,300,14,150,10150.0,9940.0,76.67,5.24,0.53,44.01,-inf,False,seabed clearance too low,28.8
771_16_33,771,16,33,4064.0,3447.2,,,,,-inf,False,timeout,
300_9_150,300,9,150,6525.0,6390.0,,,,,-inf,False,timeout,
721_4_189,721,4,189,1216.0,1071.8,,,,,-inf,False,timeout,
506_6_172,506,6,172,3114.0,2962.2,,,,,-inf,False,timeout,
721_4_184,721,4,184,1216.0,1071.8,,,,,-inf,False,timeout,
359_1_181,359,1,181,666.0,648.05,,,,,-inf,False,timeout,
771_8_181,771,8,181,2032.0,1723.6,,,,,-inf,False,timeout,
697_9_33,697,9,33,2952.0,2638.35,55.3,3.07,0.5,99.86,-inf,False,"seabed clearance too low, bend radius too small",36.5
472_18_144,472,18,144,9954.0,9529.2,,,,,-inf,False,timeout,
532_1_56,532,1,56,493.0,466.4,,,,,-inf,False,timeout,
300_5_97,300,5,97,3625.0,3550.0,56.53,3.11,4.82,69.91,-inf,False,"seabed clearance too low, bend radius too small",21.9
653_1_45,653,1,45,372.0,339.35,,,,,-inf,False,timeout,
771_13_140,771,13,140,3302.0,2800.85,,,,,-inf,False,timeout,
548_2_184,548,2,184,954.0,899.2,,,,,-inf,False,timeout,
359_9_140,359,9,140,5994.0,5832.45,,,,,-inf,False,timeout,
359_1_181,359,1,181,666.0,648.05,,,,,-inf,False,timeout,
472_9_198,472,9,198,4977.0,4764.6,,,,,-inf,False,timeout,
575_9_181,575,9,181,4050.0,3791.25,,,,,-inf,False,timeout,
300_13_83,300,13,83,9425.0,9230.0,40.81,5.67,34.94,15.09,-258.76,True,,23.6
662_19_184,662,19,184,6897.0,6268.1,,,,,-inf,False,timeout,
497_6_150,497,6,150,3168.0,3018.9,,,,,-inf,False,timeout,
653_9_161,653,9,161,3348.0,3054.15,,,,,-inf,False,timeout,
496_9_45,496,9,45,4761.0,4537.8,,,,,-inf,False,timeout,
359_3_181,359,3,181,1998.0,1944.15,,,,,-inf,False,timeout,
353_2_181,353,2,181,1344.0,1308.7,,,,,-inf,False,timeout,
584_13_45,584,13,45,5733.0,5353.4,,,,,-inf,False,timeout,
721_1_33,721,1,33,304.0,267.95,,,,,-inf,False,timeout,
472_14_45,472,14,45,7742.0,7411.6,25.29,3.59,52.55,16.45,-339.96,True,,27.5
300_13_120,300,13,120,9425.0,9230.0,60.49,7.47,7.49,33.62,-inf,False,seabed clearance too low,24.6
766_16_45,766,16,45,4144.0,3531.2,,,,,-inf,False,timeout,
532_1_150,532,1,150,493.0,466.4,,,,,-inf,False,timeout,
742_13_56,742,13,56,3679.0,3196.7,,,,,-inf,False,timeout,
771_13_111,771,13,111,3302.0,2800.85,,,,,-inf,False,timeout,
390_3_181,390,3,181,1905.0,1846.5,,,,,-inf,False,timeout,
721_4_10,721,4,10,1216.0,1071.8,,,,,-inf,False,timeout,
458_19_181,458,19,181,10773.0,10337.9,,,,,-inf,False,timeout,
551_1_43,551,1,43,474.0,446.45,,,,,-inf,False,timeout,
506_9_16,506,9,16,4671.0,4443.3,,,,,-inf,False,timeout,
721_10_64,721,10,64,3040.0,2679.5,,,,,-inf,False,timeout,
390_19_181,390,19,181,12065.0,11694.5,,,,,-inf,False,timeout,
649_19_181,649,19,181,7144.0,6527.45,,,,,-inf,False,timeout,
608_9_45,608,9,45,3753.0,3479.4,,,,,-inf,False,timeout,
710_9_33,710,9,33,2835.0,2515.5,,,,,-inf,False,timeout,
359_7_181,359,7,181,4662.0,4536.35,,,,,-inf,False,timeout,
390_2_146,390,2,146,1270.0,1231.0,,,,,-inf,False,timeout,
676_1_19,676,1,19,349.0,315.2,,,,,-inf,False,timeout,
359_1_181,359,1,181,666.0,648.05,,,,,-inf,False,timeout,
300_18_150,300,18,150,13050.0,12780.0,76.55,1.22,0.57,39.34,-inf,False,"seabed clearance too low, bend radius too small",21.0
300_4_141,300,4,141,2900.0,2840.0,,,,,-inf,False,timeout,
300_7_181,300,7,181,5075.0,4970.0,,,,,-inf,False,timeout,
532_13_56,532,13,56,6409.0,6063.2,,,,,-inf,False,timeout,
519_1_181,519,1,181,506.0,480.05,,,,,-inf,False,timeout,
519_4_48,519,4,48,2024.0,1920.2,,,,,-inf,False,timeout,
300_14_66,300,14,66,10150.0,9940.0,42.0,5.22,50.22,1.0,-inf,False,surface clearance too low,23.1
530_1_33,530,1,33,495.0,468.5,,,,,-inf,False,timeout,
506_13_66,506,13,66,6747.0,6418.1,37.69,3.79,30.83,36.42,-252.83,True,,29.1
472_6_139,472,6,139,3318.0,3176.4,,,,,-inf,False,timeout,
300_9_33,300,9,33,6525.0,6390.0,31.78,2.75,0.51,14.97,-inf,False,"seabed clearance too low, surface clearance too low, bend radius too small",32.9
532_1_150,532,1,150,493.0,466.4,,,,,-inf,False,timeout,
676_7_19,676,7,19,2443.0,2206.4,,,,,-inf,False,timeout,
721_13_147,721,13,147,3952.0,3483.35,,,,,-inf,False,timeout,
506_19_50,506,19,50,9861.0,9380.3,26.75,4.47,49.8,6.3,-inf,False,surface clearance too low,24.4
519_3_150,519,3,150,1518.0,1440.15,,,,,-inf,False,timeout,
542_3_181,542,3,181,1449.0,1367.7,,,,,-inf,False,timeout,
472_18_144,472,18,144,9954.0,9529.2,,,,,-inf,False,timeout,
472_13_146,472,13,146,7189.0,6882.2,,,,,-inf,False,timeout,
386_4_150,386,4,150,2556.0,2478.8,,,,,-inf,False,timeout,
537_13_92,537,13,92,6344.0,5994.95,54.82,4.17,0.55,55.62,-inf,False,seabed clearance too low,30.6
532_13_139,532,13,139,6409.0,6063.2,,,,,-inf,False,timeout,
682_8_139,682,8,139,2744.0,2471.2,,,,,-inf,False,timeout,
626_1_181,626,1,181,399.0,367.7,,,,,-inf,False,timeout,
359_6_181,359,6,181,3996.0,3888.3,,,,,-inf,False,timeout,
300_5_181,300,5,181,3625.0,3550.0,,,,,-inf,False,timeout,
756_12_181,756,12,181,3228.0,2774.4,,,,,-inf,False,timeout,
788_13_33,788,13,33,3081.0,2568.8,61.08,3.19,0.5,99.86,-inf,False,"seabed clearance too low, bend radius too small",34.6
532_1_121,532,1,121,493.0,466.4,,,,,-inf,False,timeout,
754_13_181,754,13,181,3523.0,3032.9,,,,,-inf,False,timeout,
676_10_153,676,10,153,3490.0,3152.0,,,,,-inf,False,timeout,
472_4_68,472,4,68,2212.0,2117.6,,,,,-inf,False,timeout,
300_13_173,300,13,173,9425.0,9230.0,,,,,-inf,False,timeout,
300_17_150,300,17,150,12325.0,12070.0,76.36,1.45,0.59,39.68,-inf,False,"seabed clearance too low, bend radius too small",20.2
721_7_33,721,7,33,2128.0,1875.65,,,,,-inf,False,timeout,
300_13_181,300,13,181,9425.0,9230.0,,,,,-inf,False,timeout,
530_10_77,530,10,77,4950.0,4685.0,46.92,3.46,0.56,56.14,-inf,False,"seabed clearance too low, bend radius too small",30.2
721_6_10,721,6,10,1824.0,1607.7,,,,,-inf,False,timeout,
771_13_13,771,13,13,3302.0,2800.85,,,,,-inf,False,timeout,
371_14_150,371,14,150,9156.0,8896.3,79.67,5.67,0.52,52.01,-inf,False,seabed clearance too low,27.6
359_5_181,359,5,181,3330.0,3240.25,,,,,-inf,False,timeout,
359_14_181,359,14,181,9324.0,9072.7,,,,,-inf,False,timeout,
530_12_29,530,12,29,5940.0,5622.0,,,,,-inf,False,timeout,
721_15_10,721,15,10,4560.0,4019.25,,,,,-inf,False,timeout,
300_13_56,300,13,56,9425.0,9230.0,39.93,4.43,55.04,1.89,-inf,False,surface clearance too low,23.6
300_15_181,300,15,181,10875.0,10650.0,,,,,-inf,False,timeout,
519_5_62,519,5,62,2530.0,2400.25,,,,,-inf,False,timeout,
519_19_59,519,19,59,9614.0,9120.95,32.0,4.55,40.4,14.01,-inf,False,surface clearance too low,25.9
549_2_33,549,2,33,952.0,897.1,,,,,-inf,False,timeout,
771_19_62,771,19,62,4826.0,4093.55,,,,,-inf,False,timeout,
425_4_150,425,4,150,2400.0,2315.0,,,,,-inf,False,timeout,
506_1_166,506,1,166,519.0,493.7,,,,,-inf,False,timeout,
684_13_181,684,13,181,4433.0,3988.4,,,,,-inf,False,timeout,
506_4_92,506,4,92,2076.0,1974.8,,,,,-inf,False,timeout,
659_1_150,659,1,150,366.0,333.05,,,,,-inf,False,timeout,
530_12_33,530,12,33,5940.0,5622.0,,,,,-inf,False,timeout,
771_16_13,771,16,13,4064.0,3447.2,,,,,-inf,False,timeout,
530_13_59,530,13,59,6435.0,6090.5,,,,,-inf,False,timeout,
472_5_107,472,5,107,2765.0,2647.0,,,,,-inf,False,timeout,
300_9_19,300,9,19,6525.0,6390.0,,,,,-inf,False,timeout,
300_4_33,300,4,33,2900.0,2840.0,,,,,-inf,False,timeout,
771_10_56,771,10,56,2540.0,2154.5,,,,,-inf,False,timeout,
721_1_116,721,1,116,304.0,267.95,,,,,-inf,False,timeout,
771_20_139,771,20,139,5080.0,4309.0,,,,,-inf,False,timeout,
602_1_33,602,1,33,423.0,392.9,,,,,-inf,False,timeout,
494_14_181,494,14,181,7434.0,7088.2,,,,,-inf,False,timeout,
472_13_94,472,13,94,7189.0,6882.2,52.38,5.0,8.56,46.46,-inf,False,seabed clearance too low,24.4
676_12_19,676,12,19,4188.0,3782.4,,,,,-inf,False,timeout,
472_1_31,472,1,31,553.0,529.4,,,,,-inf,False,timeout,
530_1_166,530,1,166,495.0,468.5,,,,,-inf,False,timeout,
506_12_92,506,12,92,6228.0,5924.4,53.44,4.28,6.03,54.23,-inf,False,seabed clearance too low,18.4
324_5_181,324,5,181,3505.0,3424.0,,,,,-inf,False,timeout,
549_6_181,549,6,181,2856.0,2691.3,,,,,-inf,False,timeout,
530_1_33,530,1,33,495.0,468.5,,,,,-inf,False,timeout,
692_1_139,692,1,139,333.0,298.4,,,,,-inf,False,timeout,
300_12_100,300,12,100,8700.0,8520.0,50.23,6.15,19.2,29.35,-168.07,True,,16.0
519_4_150,519,4,150,2024.0,1920.2,,,,,-inf,False,timeout,
492_1_19,492,1,19,533.0,508.4,,,,,-inf,False,timeout,
300_12_19,300,12,19,8700.0,8520.0,,,,,-inf,False,timeout,
300_3_33,300,3,33,2175.0,2130.0,,,,,-inf,False,timeout,
472_13_21,472,13,21,7189.0,6882.2,,,,,-inf,False,timeout,
371_1_150,371,1,150,654.0,635.45,,,,,-inf,False,timeout,
300_11_181,300,11,181,7975.0,7810.0,,,,,-inf,False,timeout,
300_13_181,300,13,181,9425.0,9230.0,,,,,-inf,False,timeout,
704_5_150,704,5,150,1605.0,1429.0,,,,,-inf,False,timeout,
300_12_29,300,12,29,8700.0,8520.0,39.87,3.14,72.93,0.11,-inf,False,"surface clearance too low, bend radius too small",28.0
721_13_150,721,13,150,3952.0,3483.35,,,,,-inf,False,timeout,
532_13_193,532,13,193,6409.0,6063.2,,,,,-inf,False,timeout,
472_1_54,472,1,54,553.0,529.4,,,,,-inf,False,timeout,
532_8_121,532,8,121,3944.0,3731.2,,,,,-inf,False,timeout,
619_1_181,619,1,181,406.0,375.05,,,,,-inf,False,timeout,
371_4_10,371,4,10,2616.0,2541.8,,,,,-inf,False,timeout,
472_2_181,472,2,181,1106.0,1058.8,,,,,-inf,False,timeout,
300_13_22,300,13,22,9425.0,9230.0,,,,,-inf,False,timeout,
751_4_150,751,4,150,1096.0,945.8,,,,,-inf,False,timeout,
300_20_181,300,20,181,14500.0,14200.0,,,,,-inf,False,timeout,
530_4_161,530,4,161,1980.0,1874.0,,,,,-inf,False,timeout,
519_15_146,519,15,146,7590.0,7200.75,,,,,-inf,False,timeout,
359_1_146,359,1,146,666.0,648.05,,,,,-inf,False,timeout,
556_12_166,556,12,166,5628.0,5294.4,,,,,-inf,False,timeout,
359_5_10,359,5,10,3330.0,3240.25,,,,,-inf,False,timeout,
359_2_181,359,2,181,1332.0,1296.1,,,,,-inf,False,timeout,
371_13_104,371,13,104,8502.0,8260.85,53.96,6.91,11.26,36.2,-inf,False,seabed clearance too low,25.1
506_16_10,506,16,10,8304.0,7899.2,,,,,-inf,False,timeout,
589_4_181,589,4,181,1744.0,1626.2,,,,,-inf,False,timeout,
472_9_68,472,9,68,4977.0,4764.6,40.61,3.17,0.54,49.01,-inf,False,"seabed clearance too low, bend radius too small",32.9
309_13_181,309,13,181,9308.0,9107.15,,,,,-inf,False,timeout,
300_2_150,300,2,150,1450.0,1420.0,,,,,-inf,False,timeout,
300_4_150,300,4,150,2900.0,2840.0,,,,,-inf,False,timeout,
300_15_154,300,15,154,10875.0,10650.0,78.76,2.29,0.52,44.61,-inf,False,"seabed clearance too low, bend radius too small",29.2
300_18_121,300,18,121,13050.0,12780.0,58.86,2.12,21.33,12.54,-inf,False,"surface clearance too low, bend radius too small",25.3
300_13_56,300,13,56,9425.0,9230.0,39.93,4.43,55.04,1.89,-inf,False,surface clearance too low,25.6
532_1_56,532,1,56,493.0,466.4,,,,,-inf,False,timeout,
300_18_85,300,18,85,13050.0,12780.0,,,,,-inf,False,timeout,
506_4_10,506,4,10,2076.0,1974.8,,,,,-inf,False,timeout,
300_12_29,300,12,29,8700.0,8520.0,39.87,3.14,72.93,0.11,-inf,False,"surface clearance too low, bend radius too small",27.5
300_18_68,300,18,68,13050.0,12780.0,,,,,-inf,False,timeout,
480_1_166,480,1,166,545.0,521.0,,,,,-inf,False,timeout,
519_4_96,519,4,96,2024.0,1920.2,,,,,-inf,False,timeout,
444_4_121,444,4,121,2324.0,2235.2,,,,,-inf,False,timeout,
472_4_176,472,4,176,2212.0,2117.6,,,,,-inf,False,timeout,
662_1_150,662,1,150,363.0,329.9,,,,,-inf,False,timeout,
359_1_85,359,1,85,666.0,648.05,69.49,3.32,0.52,99.86,-inf,False,"seabed clearance too low, bend radius too small",32.2
566_18_150,566,18,150,8262.0,7752.6,,,,,-inf,False,timeout,
472_10_194,472,10,194,5530.0,5294.0,,,,,-inf,False,timeout,
371_13_150,371,13,150,8502.0,8260.85,,,,,-inf,False,timeout,
