solution_id,bm_mass,num_modules,start_arc_length,total_buoyancy_SoL,total_buoyancy_EoL,max_tension,min_bend_radius,min_seabed_clearance,min_surface_clearance,fitness,is_valid,fail_reason,solution_time
385_13_66,385,13,66,8320.0,8069.75,34.45,4.84,40.36,18.85,-251.24,True,,22.1
300_16_84,300,16,84,11600.0,11360.0,46.67,7.64,42.51,0.36,-inf,False,surface clearance too low,23.2
790_9_40,790,9,40,2115.0,1759.5,,,,,-inf,False,timeout,
474_1_101,474,1,101,551.0,527.3,,,,,-inf,False,timeout,
653_1_176,653,1,176,372.0,339.35,,,,,-inf,False,timeout,
755_1_66,755,1,66,270.0,232.25,,,,,-inf,False,timeout,
300_8_66,300,8,66,5800.0,5680.0,36.72,3.12,35.98,36.72,-inf,False,bend radius too small,25.0
418_14_64,418,14,64,8498.0,8205.4,33.65,4.74,40.85,17.95,-351.17,True,,24.0
521_14_14,521,14,14,7056.0,6691.3,,,,,-inf,False,timeout,
653_1_69,653,1,69,372.0,339.35,,,,,-inf,False,timeout,
330_9_66,330,9,66,6255.0,6106.5,36.27,3.32,36.52,33.63,-inf,False,bend radius too small,25.5
300_15_55,300,15,55,10875.0,10650.0,,,,,-inf,False,timeout,
300_13_155,300,13,155,9425.0,9230.0,80.19,7.7,0.51,48.81,-inf,False,seabed clearance too low,25.0
677_7_150,677,7,150,2436.0,2199.05,,,,,-inf,False,timeout,
300_3_124,300,3,124,2175.0,2130.0,,,,,-inf,False,timeout,
653_13_82,653,13,82,4836.0,4411.55,,,,,-inf,False,timeout,
677_1_136,677,1,136,348.0,314.15,,,,,-inf,False,timeout,
300_15_114,300,15,114,10875.0,10650.0,55.82,8.18,17.61,19.26,-474.25,True,,25.0
300_15_71,300,15,71,10875.0,10650.0,44.53,6.18,49.36,0.23,-inf,False,surface clearance too low,24.0
653_15_123,653,15,123,5580.0,5090.25,,,,,-inf,False,timeout,
770_2_10,770,2,10,510.0,433.0,,,,,-inf,False,timeout,
300_14_176,300,14,176,10150.0,9940.0,,,,,-inf,False,timeout,
388_15_102,388,15,102,9555.0,9264.0,52.2,7.96,15.09,28.2,-472.04,True,,25.3
702_7_63,702,7,63,2261.0,2015.3,,,,,-inf,False,timeout,
738_14_149,738,14,149,4018.0,3501.4,,,,,-inf,False,timeout,
788_14_10,788,14,10,3318.0,2766.4,60.86,2.99,0.51,99.86,-inf,False,"seabed clearance too low, bend radius too small",32.0
790_14_89,790,14,89,3290.0,2737.0,,,,,-inf,False,timeout,
435_8_14,435,8,14,4720.0,4546.0,,,,,-inf,False,timeout,
506_20_10,506,20,10,10380.0,9874.0,,,,,-inf,False,timeout,
362_13_176,362,13,176,8619.0,8383.7,,,,,-inf,False,timeout,
300_7_135,300,7,135,5075.0,4970.0,,,,,-inf,False,timeout,
435_15_69,435,15,69,8850.0,8523.75,36.12,5.09,36.74,18.87,-454.89,True,,26.5
300_1_14,300,1,14,725.0,710.0,,,,,-inf,False,timeout,
300_7_14,300,7,14,5075.0,4970.0,,,,,-inf,False,timeout,
474_7_10,474,7,10,3857.0,3691.1,,,,,-inf,False,timeout,
680_7_136,680,7,136,2415.0,2177.0,,,,,-inf,False,timeout,
702_3_64,702,3,64,969.0,863.7,,,,,-inf,False,timeout,
552_11_149,552,11,149,5203.0,4899.4,,,,,-inf,False,timeout,
300_14_79,300,14,79,10150.0,9940.0,41.22,5.98,40.7,7.42,-inf,False,surface clearance too low,24.6
570_7_136,570,7,136,3185.0,2985.5,,,,,-inf,False,timeout,
379_15_136,379,15,136,9690.0,9405.75,,,,,-inf,False,timeout,
341_14_155,341,14,155,9576.0,9337.3,81.12,6.32,0.53,49.98,-inf,False,seabed clearance too low,29.1
506_14_65,506,14,65,7266.0,6911.8,36.68,3.95,32.49,32.22,-353.09,True,,28.3
318_20_10,318,20,10,14140.0,13822.0,,,,,-inf,False,timeout,
653_4_82,653,4,82,1488.0,1357.4,,,,,-inf,False,timeout,
677_1_136,677,1,136,348.0,314.15,,,,,-inf,False,timeout,
460_7_82,460,7,82,3955.0,3794.0,50.0,3.12,0.55,63.37,-inf,False,"seabed clearance too low, bend radius too small",29.8
388_1_69,388,1,69,637.0,617.6,,,,,-inf,False,timeout,
753_7_82,753,7,82,1904.0,1640.45,,,,,-inf,False,timeout,
702_13_14,702,13,14,4199.0,3742.7,,,,,-inf,False,timeout,
494_1_66,494,1,66,531.0,506.3,,,,,-inf,False,timeout,
710_1_66,710,1,66,315.0,279.5,,,,,-inf,False,timeout,
300_17_136,300,17,136,12325.0,12070.0,67.74,1.94,8.11,26.81,-inf,False,"seabed clearance too low, bend radius too small",24.4
771_14_66,771,14,66,3556.0,3016.3,,,,,-inf,False,timeout,
506_9_43,506,9,43,4671.0,4443.3,,,,,-inf,False,timeout,
506_7_81,506,7,81,3633.0,3455.9,,,,,-inf,False,timeout,
300_10_64,300,10,64,7250.0,7100.0,33.95,3.84,41.76,23.59,52.09,True,,22.4
300_9_66,300,9,66,6525.0,6390.0,35.74,3.34,38.04,30.61,-inf,False,bend radius too small,22.0
588_14_10,588,14,10,6118.0,5706.4,,,,,-inf,False,timeout,
506_1_66,506,1,66,519.0,493.7,,,,,-inf,False,timeout,
434_7_64,434,7,64,4137.0,3985.1,40.49,3.08,0.56,52.61,-inf,False,"seabed clearance too low, bend radius too small",32.2
322_14_149,322,14,149,9842.0,9616.6,,,,,-inf,False,timeout,
300_6_155,300,6,155,4350.0,4260.0,,,,,-inf,False,timeout,
653_15_10,653,15,10,5580.0,5090.25,,,,,-inf,False,timeout,
426_1_66,426,1,66,599.0,577.7,,,,,-inf,False,timeout,
653_14_81,653,14,81,5208.0,4750.9,,,,,-inf,False,timeout,
300_7_82,300,7,82,5075.0,4970.0,45.76,3.19,21.09,50.48,-inf,False,bend radius too small,24.7
506_13_182,506,13,182,6747.0,6418.1,,,,,-inf,False,timeout,
483_1_66,483,1,66,542.0,517.85,,,,,-inf,False,timeout,
677_17_10,677,17,10,5916.0,5340.55,,,,,-inf,False,timeout,
478_10_155,478,10,155,5470.0,5231.0,,,,,-inf,False,timeout,
300_14_136,300,14,136,10150.0,9940.0,68.74,8.69,0.52,36.03,-inf,False,seabed clearance too low,15.3
608_14_176,608,14,176,5838.0,5412.4,,,,,-inf,False,timeout,
653_1_10,653,1,10,372.0,339.35,,,,,-inf,False,timeout,
702_14_117,702,14,117,4522.0,4030.6,,,,,-inf,False,timeout,
388_7_66,388,7,66,4459.0,4323.2,39.89,2.92,0.6,49.86,-inf,False,"seabed clearance too low, bend radius too small",22.5
303_14_10,303,14,10,10108.0,9895.9,,,,,-inf,False,timeout,
677_14_69,677,14,69,4872.0,4398.1,,,,,-inf,False,timeout,
362_15_165,362,15,165,9945.0,9673.5,,,,,-inf,False,timeout,
770_4_139,770,4,139,1020.0,866.0,,,,,-inf,False,timeout,
770_14_10,770,14,10,3570.0,3031.0,,,,,-inf,False,timeout,
569_15_102,569,15,102,6840.0,6413.25,,,,,-inf,False,timeout,
435_7_18,435,7,18,4130.0,3977.75,,,,,-inf,False,timeout,
388_1_55,388,1,55,637.0,617.6,,,,,-inf,False,timeout,
770_2_165,770,2,165,510.0,433.0,,,,,-inf,False,timeout,
758_15_181,758,15,181,4005.0,3436.5,,,,,-inf,False,timeout,
574_14_14,574,14,14,6314.0,5912.2,,,,,-inf,False,timeout,
353_15_181,353,15,181,10080.0,9815.25,,,,,-inf,False,timeout,
770_7_36,770,7,36,1785.0,1515.5,,,,,-inf,False,timeout,
388_8_127,388,8,127,5096.0,4940.8,,,,,-inf,False,timeout,
653_15_69,653,15,69,5580.0,5090.25,,,,,-inf,False,timeout,
362_2_176,362,2,176,1326.0,1289.8,,,,,-inf,False,timeout,
300_17_102,300,17,102,12325.0,12070.0,48.88,8.65,32.03,2.21,-inf,False,surface clearance too low,26.0
770_1_165,770,1,165,255.0,216.5,,,,,-inf,False,timeout,
388_1_102,388,1,102,637.0,617.6,,,,,-inf,False,timeout,
388_16_102,388,16,102,10192.0,9881.6,51.65,8.39,17.21,23.46,-572.03,True,,21.8
768_7_135,768,7,135,1799.0,1530.2,,,,,-inf,False,timeout,
388_5_10,388,5,10,3185.0,3088.0,,,,,-inf,False,timeout,
388_13_150,388,13,150,8281.0,8028.8,,,,,-inf,False,timeout,
653_4_181,653,4,181,1488.0,1357.4,,,,,-inf,False,timeout,
770_16_10,770,16,10,4080.0,3464.0,,,,,-inf,False,timeout,
435_19_101,435,19,101,11210.0,10796.75,51.73,9.22,16.6,19.26,-874.33,True,,23.6
653_15_181,653,15,181,5580.0,5090.25,,,,,-inf,False,timeout,
362_2_90,362,2,90,1326.0,1289.8,,,,,-inf,False,timeout,
435_12_14,435,12,14,7080.0,6819.0,,,,,-inf,False,timeout,
474_13_165,474,13,165,7163.0,6854.9,,,,,-inf,False,timeout,
300_4_135,300,4,135,2900.0,2840.0,,,,,-inf,False,timeout,
300_13_132,300,13,132,9425.0,9230.0,67.27,8.17,0.6,39.72,-inf,False,seabed clearance too low,24.2
339_15_181,339,15,181,10290.0,10035.75,,,,,-inf,False,timeout,
435_14_21,435,14,21,8260.0,7955.5,30.31,3.04,0.6,0.1,-inf,False,"seabed clearance too low, surface clearance too low, bend radius too small",29.9
474_9_101,474,9,101,4959.0,4745.7,59.38,4.4,0.55,66.35,-inf,False,seabed clearance too low,27.8
300_15_102,300,15,102,10875.0,10650.0,49.32,7.76,26.22,13.24,-inf,False,surface clearance too low,22.5
653_15_10,653,15,10,5580.0,5090.25,34.19,3.67,0.51,99.86,-inf,False,seabed clearance too low,36.8
474_1_102,474,1,102,551.0,527.3,,,,,-inf,False,timeout,
388_12_102,388,12,102,7644.0,7411.2,54.18,6.36,8.95,42.66,-inf,False,seabed clearance too low,23.8
300_17_176,300,17,176,12325.0,12070.0,,,,,-inf,False,timeout,
388_15_10,388,15,10,9555.0,9264.0,,,,,-inf,False,timeout,
506_10_10,506,10,10,5190.0,4937.0,,,,,-inf,False,timeout,
300_1_66,300,1,66,725.0,710.0,,,,,-inf,False,timeout,
362_15_163,362,15,163,9945.0,9673.5,,,,,-inf,False,timeout,
300_19_135,300,19,135,13775.0,13490.0,67.64,1.27,11.17,24.82,-inf,False,"seabed clearance too low, bend radius too small",20.7
778_10_114,778,10,114,2470.0,2081.0,,,,,-inf,False,timeout,
425_13_176,425,13,176,7800.0,7523.75,,,,,-inf,False,timeout,
300_14_176,300,14,176,10150.0,9940.0,,,,,-inf,False,timeout,
474_8_10,474,8,10,4408.0,4218.4,,,,,-inf,False,timeout,
435_4_14,435,4,14,2360.0,2273.0,,,,,-inf,False,timeout,
388_6_102,388,6,102,3822.0,3705.6,59.95,4.14,0.63,72.6,-inf,False,seabed clearance too low,23.5
653_1_114,653,1,114,372.0,339.35,,,,,-inf,False,timeout,
388_1_155,388,1,155,637.0,617.6,,,,,-inf,False,timeout,
511_15_55,511,15,55,7710.0,7326.75,30.97,3.82,41.7,24.03,-447.47,True,,27.5
300_4_176,300,4,176,2900.0,2840.0,,,,,-inf,False,timeout,
770_15_40,770,15,40,3825.0,3247.5,,,,,-inf,False,timeout,
362_4_165,362,4,165,2652.0,2579.6,,,,,-inf,False,timeout,
300_14_20,300,14,20,10150.0,9940.0,,,,,-inf,False,timeout,
362_1_176,362,1,176,663.0,644.9,,,,,-inf,False,timeout,
388_15_47,388,15,47,9555.0,9264.0,35.33,4.71,58.72,0.46,-inf,False,surface clearance too low,25.1
528_15_102,528,15,102,7455.0,7059.0,59.65,4.43,0.51,53.69,-inf,False,seabed clearance too low,23.2
674_1_10,674,1,10,351.0,317.3,,,,,-inf,False,timeout,
300_1_41,300,1,41,725.0,710.0,,,,,-inf,False,timeout,
300_18_135,300,18,135,13050.0,12780.0,67.33,1.53,10.27,25.2,-inf,False,"seabed clearance too low, bend radius too small",18.7
300_15_135,300,15,135,10875.0,10650.0,67.49,6.24,3.76,30.27,-inf,False,seabed clearance too low,23.2
770_18_10,770,18,10,4590.0,3897.0,,,,,-inf,False,timeout,
362_8_72,362,8,72,5304.0,5159.2,40.86,3.18,28.35,45.17,-inf,False,bend radius too small,25.7
300_5_176,300,5,176,3625.0,3550.0,,,,,-inf,False,timeout,
388_13_123,388,13,123,8281.0,8028.8,65.67,8.19,0.64,48.82,-inf,False,seabed clearance too low,26.0
587_7_135,587,7,135,3066.0,2860.55,,,,,-inf,False,timeout,
304_8_14,304,8,14,5768.0,5646.4,,,,,-inf,False,timeout,
300_10_125,300,10,125,7250.0,7100.0,66.02,6.4,0.54,53.59,-inf,False,seabed clearance too low,24.7
411_4_10,411,4,10,2456.0,2373.8,,,,,-inf,False,timeout,
690_1_101,690,1,101,335.0,300.5,74.34,1.82,0.52,95.9,-inf,False,"seabed clearance too low, bend radius too small",33.9
653_15_111,653,15,111,5580.0,5090.25,,,,,-inf,False,timeout,
300_13_176,300,13,176,9425.0,9230.0,89.89,2.0,0.51,61.46,-inf,False,"seabed clearance too low, bend radius too small",34.7
388_9_102,388,9,102,5733.0,5558.4,56.66,4.92,3.39,57.49,-inf,False,seabed clearance too low,15.2
653_15_93,653,15,93,5580.0,5090.25,,,,,-inf,False,timeout,
362_1_176,362,1,176,663.0,644.9,,,,,-inf,False,timeout,
436_2_10,436,2,10,1178.0,1134.4,,,,,-inf,False,timeout,
388_8_193,388,8,193,5096.0,4940.8,,,,,-inf,False,timeout,
653_1_181,653,1,181,372.0,339.35,,,,,-inf,False,timeout,
741_1_55,741,1,55,284.0,246.95,,,,,-inf,False,timeout,
300_7_176,300,7,176,5075.0,4970.0,,,,,-inf,False,timeout,
341_15_14,341,15,14,10260.0,10004.25,,,,,-inf,False,timeout,
300_3_66,300,3,66,2175.0,2130.0,,,,,-inf,False,timeout,
388_14_55,388,14,55,8918.0,8646.4,32.7,4.7,50.65,8.81,-inf,False,surface clearance too low,22.0
388_14_180,388,14,180,8918.0,8646.4,,,,,-inf,False,timeout,
653_4_192,653,4,192,1488.0,1357.4,,,,,-inf,False,timeout,
388_1_170,388,1,170,637.0,617.6,,,,,-inf,False,timeout,
388_18_18,388,18,18,11466.0,11116.8,,,,,-inf,False,timeout,
651_12_102,651,12,102,4488.0,4097.4,,,,,-inf,False,timeout,
435_2_110,435,2,110,1180.0,1136.5,,,,,-inf,False,timeout,
653_9_114,653,9,114,3348.0,3054.15,,,,,-inf,False,timeout,
300_18_176,300,18,176,13050.0,12780.0,,,,,-inf,False,timeout,
300_3_66,300,3,66,2175.0,2130.0,,,,,-inf,False,timeout,
653_18_128,653,18,128,6696.0,6108.3,,,,,-inf,False,timeout,
677_4_14,677,4,14,1392.0,1256.6,,,,,-inf,False,timeout,
770_3_55,770,3,55,765.0,649.5,,,,,-inf,False,timeout,
425_3_176,425,3,176,1800.0,1736.25,,,,,-inf,False,timeout,
339_1_110,339,1,110,686.0,669.05,,,,,-inf,False,timeout,
435_4_27,435,4,27,2360.0,2273.0,,,,,-inf,False,timeout,
644_1_66,644,1,66,381.0,348.8,,,,,-inf,False,timeout,
300_15_59,300,15,59,10875.0,10650.0,45.39,5.4,58.0,0.06,-inf,False,surface clearance too low,19.7
313_15_10,313,15,10,10680.0,10445.25,,,,,-inf,False,timeout,
506_7_181,506,7,181,3633.0,3455.9,,,,,-inf,False,timeout,
653_7_176,653,7,176,2604.0,2375.45,,,,,-inf,False,timeout,
435_1_14,435,1,14,590.0,568.25,,,,,-inf,False,timeout,
388_1_17,388,1,17,637.0,617.6,,,,,-inf,False,timeout,
300_1_79,300,1,79,725.0,710.0,,,,,-inf,False,timeout,
300_4_179,300,4,179,2900.0,2840.0,,,,,-inf,False,timeout,
591_10_102,591,10,102,4340.0,4044.5,,,,,-inf,False,timeout,
764_1_66,764,1,66,261.0,222.8,,,,,-inf,False,timeout,
339_15_151,339,15,151,10290.0,10035.75,,,,,-inf,False,timeout,
420_15_66,420,15,66,9075.0,8760.0,34.18,5.17,40.65,14.82,-inf,False,surface clearance too low,25.6
389_1_66,389,1,66,636.0,616.55,69.69,2.97,0.52,99.86,-inf,False,"seabed clearance too low, bend radius too small",30.3
527_15_114,527,15,114,7470.0,7074.75,,,,,-inf,False,timeout,
447_15_10,447,15,10,8670.0,8334.75,,,,,-inf,False,timeout,
655_9_55,655,9,55,3330.0,3035.25,,,,,-inf,False,timeout,
772_1_66,772,1,66,253.0,214.4,,,,,-inf,False,timeout,
425_19_176,425,19,176,11400.0,10996.25,,,,,-inf,False,timeout,
300_15_158,300,15,158,10875.0,10650.0,81.2,1.94,0.53,46.93,-inf,False,"seabed clearance too low, bend radius too small",23.3
770_12_176,770,12,176,3060.0,2598.0,,,,,-inf,False,timeout,
770_2_57,770,2,57,510.0,433.0,,,,,-inf,False,timeout,
435_20_176,435,20,176,11800.0,11365.0,,,,,-inf,False,timeout,
388_1_188,388,1,188,637.0,617.6,,,,,-inf,False,timeout,
425_13_57,425,13,57,7800.0,7523.75,30.88,4.07,44.55,20.03,-246.49,True,,24.4
653_15_83,653,15,83,5580.0,5090.25,,,,,-inf,False,timeout,
748_15_181,748,15,181,4155.0,3594.0,,,,,-inf,False,timeout,
782_1_102,782,1,102,243.0,203.9,,,,,-inf,False,timeout,
339_16_102,339,16,102,10976.0,10704.8,49.93,8.22,23.9,14.56,-inf,False,surface clearance too low,23.8
388_15_84,388,15,84,9555.0,9264.0,42.39,6.67,29.59,18.78,-461.92,True,,23.5
425_1_10,425,1,10,600.0,578.75,,,,,-inf,False,timeout,
788_15_66,788,15,66,3555.0,2964.0,,,,,-inf,False,timeout,
388_4_113,388,4,113,2548.0,2470.4,,,,,-inf,False,timeout,
770_2_176,770,2,176,510.0,433.0,,,,,-inf,False,timeout,
506_15_175,506,15,175,7785.0,7405.5,,,,,-inf,False,timeout,
653_19_114,653,19,114,7068.0,6447.65,,,,,-inf,False,timeout,
300_12_102,300,12,102,8700.0,8520.0,51.3,6.29,17.68,30.36,-169.13,True,,19.0
300_1_114,300,1,114,725.0,710.0,,,,,-inf,False,timeout,
388_16_18,388,16,18,10192.0,9881.6,,,,,-inf,False,timeout,
366_15_55,366,15,55,9885.0,9610.5,37.46,5.08,54.51,0.53,-inf,False,surface clearance too low,24.3
653_13_114,653,13,114,4836.0,4411.55,,,,,-inf,False,timeout,
388_3_176,388,3,176,1911.0,1852.8,,,,,-inf,False,timeout,
435_13_95,435,13,95,7670.0,7387.25,51.33,5.59,11.66,41.28,-inf,False,seabed clearance too low,20.9
480_1_102,480,1,102,545.0,521.0,,,,,-inf,False,timeout,
341_13_176,341,13,176,8892.0,8670.35,,,,,-inf,False,timeout,
366_19_66,366,19,66,12521.0,12173.3,,,,,-inf,False,timeout,
653_11_10,653,11,10,4092.0,3732.85,,,,,-inf,False,timeout,
653_14_10,653,14,10,5208.0,4750.9,,,,,-inf,False,timeout,
388_1_102,388,1,102,637.0,617.6,,,,,-inf,False,timeout,
300_1_193,300,1,193,725.0,710.0,,,,,-inf,False,timeout,
653_15_70,653,15,70,5580.0,5090.25,,,,,-inf,False,timeout,
587_15_181,587,15,181,6570.0,6129.75,,,,,-inf,False,timeout,
653_17_10,653,17,10,6324.0,5768.95,,,,,-inf,False,timeout,
653_7_192,653,7,192,2604.0,2375.45,,,,,-inf,False,timeout,
300_4_61,300,4,61,2900.0,2840.0,46.14,4.35,0.51,64.46,-inf,False,seabed clearance too low,27.3
479_1_181,479,1,181,546.0,522.05,,,,,-inf,False,timeout,
525_2_10,525,2,10,1000.0,947.5,,,,,-inf,False,timeout,
363_4_14,363,4,14,2648.0,2575.4,,,,,-inf,False,timeout,
300_10_176,300,10,176,7250.0,7100.0,,,,,-inf,False,timeout,
653_13_176,653,13,176,4836.0,4411.55,,,,,-inf,False,timeout,
336_1_66,336,1,66,689.0,672.2,,,,,-inf,False,timeout,
770_2_199,770,2,199,510.0,433.0,,,,,-inf,False,timeout,
425_1_176,425,1,176,600.0,578.75,,,,,-inf,False,timeout,
435_15_34,435,15,34,8850.0,8523.75,30.52,3.64,65.24,0.77,-inf,False,surface clearance too low,26.0
653_15_92,653,15,92,5580.0,5090.25,,,,,-inf,False,timeout,
425_13_55,425,13,55,7800.0,7523.75,29.87,4.0,46.22,19.0,-245.27,True,,24.6
514_15_55,514,15,55,7665.0,7279.5,31.05,3.81,41.45,24.52,-447.49,True,,27.2
672_15_66,672,15,66,5295.0,4791.0,,,,,-inf,False,timeout,
300_12_121,300,12,121,8700.0,8520.0,61.86,6.99,3.83,39.87,-inf,False,seabed clearance too low,23.6
418_15_10,418,15,10,9105.0,8791.5,,,,,-inf,False,timeout,
300_16_102,300,16,102,11600.0,11360.0,48.84,8.17,29.11,7.67,-inf,False,surface clearance too low,23.4
435_19_18,435,19,18,11210.0,10796.75,,,,,-inf,False,timeout,
766_1_55,766,1,55,259.0,220.7,,,,,-inf,False,timeout,
696_4_176,696,4,176,1316.0,1176.8,,,,,-inf,False,timeout,
370_1_66,370,1,66,655.0,636.5,69.44,2.97,0.51,99.86,-inf,False,"seabed clearance too low, bend radius too small",27.6
388_2_10,388,2,10,1274.0,1235.2,,,,,-inf,False,timeout,
435_1_31,435,1,31,590.0,568.25,,,,,-inf,False,timeout,
741_1_55,741,1,55,284.0,246.95,,,,,-inf,False,timeout,
300_7_176,300,7,176,5075.0,4970.0,,,,,-inf,False,timeout,
341_15_14,341,15,14,10260.0,10004.25,,,,,-inf,False,timeout,
300_3_66,300,3,66,2175.0,2130.0,,,,,-inf,False,timeout,
388_14_55,388,14,55,8918.0,8646.4,32.7,4.7,50.65,8.81,-inf,False,surface clearance too low,23.9
388_14_180,388,14,180,8918.0,8646.4,,,,,-inf,False,timeout,
653_4_192,653,4,192,1488.0,1357.4,,,,,-inf,False,timeout,
388_1_170,388,1,170,637.0,617.6,,,,,-inf,False,timeout,
388_18_18,388,18,18,11466.0,11116.8,,,,,-inf,False,timeout,
651_12_102,651,12,102,4488.0,4097.4,,,,,-inf,False,timeout,
435_2_110,435,2,110,1180.0,1136.5,,,,,-inf,False,timeout,
653_9_114,653,9,114,3348.0,3054.15,,,,,-inf,False,timeout,
300_18_176,300,18,176,13050.0,12780.0,,,,,-inf,False,timeout,
300_3_66,300,3,66,2175.0,2130.0,,,,,-inf,False,timeout,
653_18_128,653,18,128,6696.0,6108.3,,,,,-inf,False,timeout,
677_4_14,677,4,14,1392.0,1256.6,,,,,-inf,False,timeout,
770_3_55,770,3,55,765.0,649.5,,,,,-inf,False,timeout,
425_3_176,425,3,176,1800.0,1736.25,,,,,-inf,False,timeout,
339_1_110,339,1,110,686.0,669.05,,,,,-inf,False,timeout,
435_4_27,435,4,27,2360.0,2273.0,,,,,-inf,False,timeout,
644_1_66,644,1,66,381.0,348.8,,,,,-inf,False,timeout,
300_15_59,300,15,59,10875.0,10650.0,45.39,5.4,58.0,0.06,-inf,False,surface clearance too low,23.6
313_15_10,313,15,10,10680.0,10445.25,,,,,-inf,False,timeout,
506_7_181,506,7,181,3633.0,3455.9,,,,,-inf,False,timeout,
653_7_176,653,7,176,2604.0,2375.45,,,,,-inf,False,timeout,
435_1_14,435,1,14,590.0,568.25,,,,,-inf,False,timeout,
388_1_17,388,1,17,637.0,617.6,,,,,-inf,False,timeout,
300_1_79,300,1,79,725.0,710.0,,,,,-inf,False,timeout,
300_4_179,300,4,179,2900.0,2840.0,,,,,-inf,False,timeout,
591_10_102,591,10,102,4340.0,4044.5,,,,,-inf,False,timeout,
764_1_66,764,1,66,261.0,222.8,,,,,-inf,False,timeout,
339_15_151,339,15,151,10290.0,10035.75,,,,,-inf,False,timeout,
420_15_66,420,15,66,9075.0,8760.0,34.18,5.17,40.65,14.82,-inf,False,surface clearance too low,25.3
389_1_66,389,1,66,636.0,616.55,69.69,2.97,0.52,99.86,-inf,False,"seabed clearance too low, bend radius too small",30.7
527_15_114,527,15,114,7470.0,7074.75,,,,,-inf,False,timeout,
447_15_10,447,15,10,8670.0,8334.75,,,,,-inf,False,timeout,
655_9_55,655,9,55,3330.0,3035.25,,,,,-inf,False,timeout,
772_1_66,772,1,66,253.0,214.4,,,,,-inf,False,timeout,
425_19_176,425,19,176,11400.0,10996.25,,,,,-inf,False,timeout,
300_15_158,300,15,158,10875.0,10650.0,81.2,1.94,0.53,46.93,-inf,False,"seabed clearance too low, bend radius too small",23.3
770_12_176,770,12,176,3060.0,2598.0,,,,,-inf,False,timeout,
770_2_57,770,2,57,510.0,433.0,,,,,-inf,False,timeout,
435_20_176,435,20,176,11800.0,11365.0,,,,,-inf,False,timeout,
388_1_188,388,1,188,637.0,617.6,,,,,-inf,False,timeout,
425_13_57,425,13,57,7800.0,7523.75,30.88,4.07,44.55,20.03,-246.49,True,,24.5
653_15_83,653,15,83,5580.0,5090.25,,,,,-inf,False,timeout,
748_15_181,748,15,181,4155.0,3594.0,,,,,-inf,False,timeout,
782_1_102,782,1,102,243.0,203.9,,,,,-inf,False,timeout,
339_16_102,339,16,102,10976.0,10704.8,49.93,8.22,23.9,14.56,-inf,False,surface clearance too low,22.0
388_15_84,388,15,84,9555.0,9264.0,42.39,6.67,29.59,18.78,-461.92,True,,23.2
425_1_10,425,1,10,600.0,578.75,,,,,-inf,False,timeout,
788_15_66,788,15,66,3555.0,2964.0,,,,,-inf,False,timeout,
388_4_113,388,4,113,2548.0,2470.4,,,,,-inf,False,timeout,
770_2_176,770,2,176,510.0,433.0,,,,,-inf,False,timeout,
506_15_175,506,15,175,7785.0,7405.5,,,,,-inf,False,timeout,
653_19_114,653,19,114,7068.0,6447.65,,,,,-inf,False,timeout,
300_12_102,300,12,102,8700.0,8520.0,51.3,6.29,17.68,30.36,-169.13,True,,15.2
300_1_114,300,1,114,725.0,710.0,,,,,-inf,False,timeout,
388_16_18,388,16,18,10192.0,9881.6,,,,,-inf,False,timeout,
366_15_55,366,15,55,9885.0,9610.5,37.46,5.08,54.51,0.53,-inf,False,surface clearance too low,15.7
653_13_114,653,13,114,4836.0,4411.55,,,,,-inf,False,timeout,
388_3_176,388,3,176,1911.0,1852.8,,,,,-inf,False,timeout,
435_13_95,435,13,95,7670.0,7387.25,51.33,5.59,11.66,41.28,-inf,False,seabed clearance too low,15.4
653_16_114,653,16,114,5952.0,5429.6,,,,,-inf,False,timeout,
300_15_50,300,15,50,10875.0,10650.0,,,,,-inf,False,timeout,
300_15_66,300,15,66,10875.0,10650.0,44.87,5.78,52.97,0.14,-inf,False,surface clearance too low,22.6
782_9_10,782,9,10,2187.0,1835.1,,,,,-inf,False,timeout,
535_1_102,535,1,102,490.0,463.25,,,,,-inf,False,timeout,
653_14_71,653,14,71,5208.0,4750.9,,,,,-inf,False,timeout,
686_3_176,686,3,176,1017.0,914.1,,,,,-inf,False,timeout,
776_1_102,776,1,102,249.0,210.2,,,,,-inf,False,timeout,
300_3_153,300,3,153,2175.0,2130.0,,,,,-inf,False,timeout,
653_1_134,653,1,134,372.0,339.35,,,,,-inf,False,timeout,
388_1_42,388,1,42,637.0,617.6,,,,,-inf,False,timeout,
300_17_66,300,17,66,12325.0,12070.0,,,,,-inf,False,timeout,
480_11_10,480,11,10,5995.0,5731.0,,,,,-inf,False,timeout,
748_2_45,748,2,45,554.0,479.2,,,,,-inf,False,timeout,
653_9_114,653,9,114,3348.0,3054.15,,,,,-inf,False,timeout,
420_3_182,420,3,182,1815.0,1752.0,,,,,-inf,False,timeout,
339_14_10,339,14,10,9604.0,9366.7,,,,,-inf,False,timeout,
300_15_66,300,15,66,10875.0,10650.0,44.87,5.78,52.97,0.14,-inf,False,surface clearance too low,22.9
685_3_10,685,3,10,1020.0,917.25,,,,,-inf,False,timeout,
480_3_10,480,3,10,1635.0,1563.0,,,,,-inf,False,timeout,
300_14_110,300,14,110,10150.0,9940.0,54.23,7.53,17.48,22.88,-372.74,True,,23.2
